"year","fishing_entity","nutrient","Direct human consumption","Discards","Fishmeal and fish oil","Other","discard_ratio"
2014,"Canada","Iron",596267836.705284,291827994.575063,313260.944915941,313260.944915941,0.489424343576164
2018,"Bangladesh","Protein",22191482225.4315,10859769328.5273,11106847.9606764,11106847.9606764,0.489366560476163
2016,"Greece","Zinc",539566310.007027,263767951.629055,270053.208211725,270053.208211725,0.488851781026914
2016,"Egypt","Iron",1263038619.51595,616066266.944228,NA,NA,0.48776518581857
2014,"Senegal","Vitamin B12",4219113577.19323,2056333742.51595,NA,415341.733492094,0.487385254009664
2016,"South Cyprus","Iron",11927240.0354073,5808608.49177002,NA,11939.1792146219,0.487003571197239
2015,"Greece","Zinc",505428421.666511,246089183.576891,244730.123795126,3537046.98661246,0.48689225422955
2015,"United Kingdom","DHA+EPA",608000018.576321,295792547.584275,314340.457052894,304143.91116799,0.486500885767891
2014,"Bangladesh","Protein",21131834536.9242,10252178863.3277,10576493.7622244,10576493.7622244,0.485153281198268
2017,"Bangladesh","Calcium",141297756711.786,68263229475.1468,70719597.9538467,70719597.9538467,0.483116158838868
2018,"Bangladesh","Zinc",1273510715.7244,614548151.819069,637392.750612811,637392.750612811,0.482562215010105
2014,"Libya","Protein",842737450.806398,405690887.795075,402438.335636348,402438.335636348,0.481396533887129
2017,"Saint Kitts & Nevis","Vitamin A, RAE",11929328230.784,5740235422.28136,NA,NA,0.481186812134863
2016,"Saint Kitts & Nevis","Vitamin A, RAE",11928975492.8682,5740010996.56001,NA,NA,0.481182227257631
2017,"Canada","Vitamin A, RAE",20740831047.5029,9928736943.23639,10380576.2302177,10380576.2302177,0.478704875445759
2017,"Montenegro","Protein",38107355.0830467,18237330.8548069,NA,38145.5005836304,0.478577713280352
2014,"Viet Nam","Calcium",1647529221304.52,787980149116.635,476634878004.674,134265382689.437,0.478279923006592
2018,"Saudi Arabia","Vitamin B12",350959610.927361,167710471.334471,175655.460924605,175655.460924605,0.477862597611502
2014,"Ghana","Iron",561280463.071341,267631644.333584,NA,NA,0.476823374305773
2018,"Canada","Calcium",37055649933.047,17659437092.2568,18537951.6466331,18537951.6466331,0.47656530445868
2014,"Ghana","Vitamin B12",1276492897.2494,608330817.913239,NA,NA,0.476564201198517
2015,"Greece","DHA+EPA",336087626.012789,159905642.003029,155609.188511329,5192911.37272395,0.475785567889203
2014,"Taiwan","DHA+EPA",900494490.336641,427979749.12683,1031205.31993005,451992.112045177,0.475271924170057
2017,"Libya","Protein",855955204.41491,405690887.795075,408247.37440875,408247.37440875,0.47396275611454
2016,"Mauritania","Protein",6150093954.17524,2912894976.8416,2259027.52926529,2259027.52926529,0.47363422389085
2016,"Greece","Iron",929096345.028934,438902718.487631,465013.185700167,465013.185700167,0.472397422329718
2015,"Viet Nam","Calcium",1736478168673.19,819456541846.577,500181703612.546,134164470874.973,0.471907195051411
2016,"Ghana","DHA+EPA",393675096.784361,185758015.834184,NA,NA,0.471856150799233
2018,"El Salvador","Vitamin A, RAE",1978424294.88411,933469522.840451,990202.349791847,990202.349791847,0.471824737117439
2016,"Curacao","Vitamin A, RAE",4083907877.01547,1924962251.21926,NA,NA,0.471353005304817
2017,"Guatemala","Vitamin A, RAE",3137872547.13398,1479045399.25202,NA,NA,0.471352923688034
2014,"Curacao","Vitamin A, RAE",2732629592.59283,1288032897.45908,NA,NA,0.471352905256706
2015,"Saint Kitts & Nevis","Vitamin A, RAE",11217855854.6605,5287568742.3188,NA,NA,0.471352886935348
2018,"Saint Kitts & Nevis","Vitamin A, RAE",11217855854.6605,5287568742.3188,NA,NA,0.471352886935348
2018,"Guatemala","Vitamin A, RAE",2831163200.57281,1334476890.04215,NA,NA,0.471352866472749
2014,"Guatemala","Vitamin A, RAE",1981814240.29514,934133822.975646,NA,NA,0.471352866470739
2015,"Guatemala","Vitamin A, RAE",1981814240.29514,934133822.975646,NA,NA,0.471352866470739
2016,"Guatemala","Vitamin A, RAE",2642418987.06019,1245511763.96753,NA,NA,0.471352866470739
2015,"Curacao","Vitamin A, RAE",3746090775.07522,1765730047.43465,NA,NA,0.471352712321604
2017,"Curacao","Vitamin A, RAE",4590640584.68416,2163810467.12589,NA,NA,0.471352620012345
2018,"Curacao","Vitamin A, RAE",5097372350.54262,2402659580.7354,NA,NA,0.471352574523938
2014,"United Kingdom","Iron",1167053915.61078,549731476.465045,1530655.88225458,579179.25127454,0.471042056508024
2015,"Senegal","Protein",23152723932.2915,10896802862.2702,NA,1147876.74971831,0.470648848668398
2017,"Greece","Iron",983985883.887105,463000944.708079,492485.427370923,492485.427370923,0.470536165497676
2017,"Saudi Arabia","Vitamin B12",352467847.473865,165671902.256178,176410.334071004,176410.334071004,0.470034085218121
2017,"United Kingdom","Iron",1223539956.14983,573996683.955201,612177.79933588,612177.79933588,0.46912786220846
2015,"Argentina","DHA+EPA",445988506.956383,209175066.950598,223217.470949141,223217.470949141,0.469014478373218
2014,"Bangladesh","Zinc",1251886523.97931,586680810.351477,626569.831821475,626569.831821475,0.468637371769628
2018,"Bangladesh","Vitamin B12",2920314423.06386,1363299503.27525,1461618.83036229,1461618.83036229,0.466833123347363
2017,"Croatia","Vitamin B12",252138369.567777,117616482.985979,126179.530114994,126179.530114994,0.466475940126053
2016,"Argentina","Vitamin A, RAE",30791249658.4438,14358403861.7721,15411035.865087,15411035.865087,0.466314424423974
2015,"Senegal","Vitamin B12",4086889818.77979,1903992018.95962,NA,414606.548510165,0.465877991183059
2014,"Belgium","Calcium",4503884663.46565,2091974223.51762,2177211.12521556,2177211.12521556,0.46448219255861
2018,"Montenegro","Protein",47238689.5597604,21919049.1632112,NA,47285.9755352957,0.464006291611497
2014,"Senegal","DHA+EPA",955575273.540889,439474924.841437,NA,113443.855797616,0.459906128810722
2018,"Algeria","Calcium",68129721706.7274,31295844059.9466,NA,11619146.5020868,0.459356698896603
2014,"Croatia","Protein",2262030203.15271,1038069127.51052,1131450.31279586,1131450.31279586,0.458910374434307
2016,"Estonia","Protein",265353932.715295,121342575.989592,NA,265619.552267562,0.457285764518078
2015,"Bangladesh","Calcium",143955292559.315,65724939871.8904,72049695.9756331,72049695.9756331,0.456564942513727
2018,"Saudi Arabia","Calcium",24160302593.6867,10982322225.2779,12092243.5403837,12092243.5403837,0.454560624093661
2014,"Tunisia","Iron",659132372.034831,299431419.509632,34697.2762165814,34697.2762165814,0.454281161438403
2014,"Croatia","Calcium",13112172328.3429,5945466754.82969,6562284.72946218,6562284.72946218,0.453431102486211
2018,"Estonia","Vitamin A, RAE",289461407.48987,131085192.587281,NA,289738.840876534,0.452858962180886
2016,"Ghana","Iron",671604735.211691,304095395.693775,NA,NA,0.452789237106739
2016,"Senegal","DHA+EPA",829292275.533633,375395633.014511,NA,118465.011255661,0.452669877785792
2017,"South Cyprus","Iron",15839983.2170804,7162123.87597086,NA,13763.4828820009,0.452154764169692
2014,"Netherlands","Iron",1321111370.862,597283115.350142,NA,1318896.07782302,0.452106558556396
2016,"Italy","Calcium",111550402888.746,50295305999.4687,NA,169326661.244464,0.450875162231643
2014,"Croatia","Zinc",173072104.265541,77936898.7577788,86585.9756086866,86585.9756086866,0.450314619380844
2018,"Estonia","Vitamin B12",27139094.1482078,12217410.2566322,NA,27165.4565552487,0.450177525819852
2015,"Ghana","Iron",643118004.320292,289284459.656784,NA,NA,0.449815520189841
2018,"Netherlands","Calcium",40251649307.4064,18096977233.256,NA,40203798.6808751,0.449595918295107
2016,"Bangladesh","Calcium",154764186339.621,69403896698.5598,77459552.722533,77459552.722533,0.44844933663307
2017,"Saudi Arabia","Calcium",24207648707.2526,10848608944.8751,12115940.2939203,12115940.2939203,0.448147983146537
2014,"Bangladesh","Vitamin B12",2899594761.45219,1297062296.37205,1451248.62935545,1451248.62935545,0.4473253689155
2015,"Estonia","Protein",243869876.325922,108751104.742629,NA,244113.990316238,0.445939065460007
2017,"Ghana","Calcium",48282372400.4318,21464846410.1356,NA,NA,0.444569008169608
2015,"Netherlands","Iron",1483708263.77416,658211086.419413,NA,1462390.11664229,0.443625679313196
2018,"Estonia","Iron",10625465.2234072,4709587.35390946,NA,10635.2582747274,0.443235872960608
2018,"South Cyprus","Calcium",247107903.024905,109519422.527207,NA,250684.888638543,0.443204855800056
2015,"Malta","Protein",7218539281.31524,3196509078.03528,NA,7225750.30662186,0.442819378473046
2014,"Malta","Protein",7213789608.40986,3193665266.17618,NA,7221010.61902889,0.442716718886977
2016,"Malta","Protein",7213808765.65986,3193665265.4795,NA,7221010.61902889,0.44271554309596
2017,"Malta","Protein",7210238397.48083,3191532406.06266,NA,7217455.85333416,0.442638957288534
2015,"Ghana","DHA+EPA",399559126.863277,176709550.662732,NA,NA,0.442261329505806
2015,"Tunisia","Iron",687041939.065564,303654413.146151,37057.7889749353,37057.7889749353,0.441973620357364
2016,"Netherlands","Iron",1597804425.92243,704790944.859913,NA,1594913.39876714,0.441099632361469
2017,"Croatia","Iron",319559708.076834,140406853.011871,159935.898624183,159935.898624183,0.439375958430005
2016,"Tunisia","Iron",674915841.797921,296512094.093358,337795.716615576,337795.716615576,0.439331951823021
2015,"Angola","Calcium",123470139741.807,54141621520.0985,71322617.5383251,63629630.4325181,0.438499718501299
2015,"Canada","Vitamin A, RAE",20107798970.9183,8786155802.37737,10129506.202381,10129506.202381,0.436952637883673
2017,"Bangladesh","Protein",21801946893.6769,9522210764.26939,10911885.3321706,10911885.3321706,0.436759653195517
2018,"Canada","Iron",1048162086.33125,457085965.479461,524449.652055305,524449.652055305,0.436083284675314
2016,"Spain","DHA+EPA",3789653290.37592,1652544852.89176,1896723.36855652,1896723.36855652,0.436067557179572
2016,"Sierra Leone","Protein",7295307194.05822,3176602390.1448,NA,1055509.17521395,0.435430929177599
2017,"Sierra Leone","Protein",7295307194.05822,3176602390.1448,NA,1055509.17521395,0.435430929177599
2017,"Spain","DHA+EPA",3851013360.99941,1675924552.03283,1927434.11461432,1927434.11461432,0.43519053166772
2015,"Greece","Iron",876563276.189432,381209231.569913,431899.105216448,3158326.11024885,0.434890716876817
2018,"Ghana","Protein",6553846405.8699,2849579122.76799,NA,NA,0.434794919852834
2014,"Croatia","Iron",362313748.89996,157381435.821096,181292.683764844,181292.683764844,0.434378867208131
2015,"Estonia","Iron",10746173.0652767,4667087.0119724,NA,10756.929995272,0.434302237980217
2017,"Algeria","Calcium",64327455868.1419,27919326333.7729,NA,11710578.7153817,0.434018817579258
2017,"Egypt","Zinc",877242811.077443,380597974.536974,NA,NA,0.433857045883929
2015,"Sierra Leone","Protein",7343408397.76193,3176602390.1448,NA,1055509.17521395,0.432578745193164
2014,"Sierra Leone","Protein",7344921693.80835,3176602390.84148,NA,1055509.17521395,0.432489619803477
2015,"Taiwan","DHA+EPA",809808909.526305,349779542.430799,1008718.57329116,406604.395813045,0.43192849364352
2016,"Mauritania","Calcium",16126571027.0222,6955386367.20212,7402073.03241135,7402073.03241135,0.431299769526171
2014,"Greece","Zinc",472153398.294885,203479257.5214,227047.95521442,3930253.30207409,0.430960061404274
2018,"Bangladesh","DHA+EPA",996716010.534294,428762276.915185,498856.862129276,498856.862129276,0.430174966975142
2014,"Ireland","Protein",4430875258.34402,1903464959.95818,1936058.11602572,1936058.11602572,0.429591186611192
2015,"Argentina","Iron",1311951193.38623,562295077.387253,656632.22892204,656632.22892204,0.428594508867309
2015,"Dominica","Protein",1443682977.40032,618407427.816722,NA,231.218988891446,0.428354034436499
2014,"Dominica","Protein",2081513267.52554,891582169.747745,NA,372.798392518699,0.428333647283276
2017,"Spain","Vitamin B12",12074075509.1223,5169800421.83139,6043080.83539655,6043080.83539655,0.428173603678845
2016,"Spain","Vitamin B12",11991681471.5692,5129205556.61565,6001842.57836294,6001842.57836294,0.427730303608913
2017,"Bangladesh","Zinc",1268582593.29955,541922117.246441,634926.222872649,634926.222872649,0.427187098505675
2016,"Dominica","Protein",264185921.584479,112800169.96136,NA,44.2873359812054,0.426972676230554
2017,"Dominica","Protein",201263772.88171,85883828.9745443,NA,33.1417778401327,0.426722741727699
2017,"Senegal","DHA+EPA",830653465.560672,354313858.531268,NA,116043.630762004,0.426548342023848
2014,"Bangladesh","DHA+EPA",907036238.782803,385445816.965319,453972.091482885,453972.091482885,0.424950845935955
2016,"Brunei Darussalam","DHA+EPA",28545230.3748239,12118315.4929115,NA,90.1552503067095,0.424530309750085
2018,"Dominica","Protein",116842907.629572,49501167.4159218,NA,20.2820239496313,0.423655730759933
2015,"Libya","Protein",963038294.26599,405690887.795075,462895.489862732,462895.489862732,0.421261428762067
2014,"Libya","Vitamin B12",111421267.681716,46912984.7727591,53528.5670379441,53528.5670379441,0.421041563687552
2014,"South Cyprus","Calcium",278030536.188687,116615219.000083,NA,294291.070739427,0.419433133492004
2017,"Netherlands","Calcium",44754751077.6093,18748807943.7947,NA,42719744.3165797,0.418923298473549
2016,"Egypt","Calcium",77091789806.0562,32149280266.3673,NA,NA,0.417025993912541
2018,"Netherlands","Zinc",819098329.390103,341086795.329349,NA,816805.806533883,0.416417398364517
2016,"Libya","Protein",975082457.314011,405690887.795075,468621.105341623,468621.105341623,0.416058031556226
2014,"Brunei Darussalam","Iron",124811146.266088,51906996.4519773,NA,18473.4047625281,0.415884302042347
2016,"Egypt","Zinc",857404545.125825,355875226.574229,NA,NA,0.415061045100949
2017,"Libya","DHA+EPA",41366900.8315975,17166920.8266938,19851.136469769,19851.136469769,0.414991707901431
2015,"Bangladesh","Protein",22205784392.2335,9208478199.74657,11114006.2023191,11114006.2023191,0.414688264872428
2014,"Saudi Arabia","Zinc",298482210.936332,123748963.832938,0.022903424,2335853.91371475,0.414594100749726
2015,"Saudi Arabia","Zinc",299398459.780785,124097381.290167,0.022976064,2343237.59490374,0.414489043734659
2014,"Egypt","Calcium",81080698979.1288,33606603921.7687,NA,NA,0.414483401659124
2015,"Senegal","DHA+EPA",933168594.952735,385519474.999909,NA,113297.475384537,0.413129499947901
2014,"Ghana","Protein",5663929279.48008,2336081038.80613,NA,NA,0.412448836052658
2018,"Bangladesh","Iron",2741918410.36491,1130797113.63286,1372331.53671917,1372331.53671917,0.41241092709333
2016,"Saudi Arabia","Zinc",302382223.957326,124474150.573918,151342.454433096,151342.454433096,0.411645066118319
2014,"Libya","Iron",119738509.629441,49200505.4868028,57582.2319699003,57582.2319699003,0.410899598124824
2015,"South Cyprus","Calcium",325201807.802875,133610016.261226,NA,389456.237960835,0.410852624602308
2017,"Bangladesh","Vitamin B12",2919800014.13585,1198798734.86186,1461361.36843636,1461361.36843636,0.410575631569978
2014,"Greenland","Calcium",9339572913.50312,3823014753.29156,21693934.8993371,56375387.3829371,0.409335072245569
2015,"Bangladesh","Zinc",1275099104.92489,521252788.579271,638187.740202648,638187.740202648,0.408793941244257
2016,"Bangladesh","Protein",23859654392.8734,9735689149.05355,11941768.9654021,11941768.9654021,0.408039822737813
2015,"Croatia","Vitamin A, RAE",76452115989.8259,31169503345.2555,38263586.142055,38263586.142055,0.407699681581128
2017,"Libya","Vitamin B12",115118981.128803,46912984.7727591,55286.0183888915,55286.0183888915,0.407517373006192
2015,"Egypt","Calcium",77902842065.0328,31743406786.484,NA,NA,0.407474309602014
2016,"United Kingdom","DHA+EPA",606186986.459025,246616553.236015,303188.993782146,303188.993782146,0.406832477016042
2014,"Albania","DHA+EPA",36789493.9117481,14966809.1815395,NA,36826.3202319801,0.406822915733562
2018,"Albania","DHA+EPA",39091043.5212722,15903132.3043915,NA,39130.1736949672,0.406822915733562
2017,"Albania","DHA+EPA",32539393.2037907,13237770.7767637,NA,32571.9651689596,0.40682291442428
2015,"Albania","DHA+EPA",35666959.094283,14510136.2473878,NA,35702.6617560391,0.40682291442428
2016,"Albania","DHA+EPA",32800612.0253442,13344040.5790506,NA,32833.445470815,0.406822914424279
2014,"Albania","Calcium",5592791671.69503,2275115130.07611,NA,5598390.06175679,0.406794185020408
2018,"Albania","Calcium",5942676546.95364,2417446262.7579,NA,5948625.17212577,0.406794185020408
2017,"Albania","Calcium",4946685253.1553,2012282793.03796,NA,4951636.89004535,0.406794184399422
2015,"Albania","Calcium",5422142308.29694,2205695958.00125,NA,5427569.87817511,0.406794184399422
2016,"Albania","Calcium",4986396113.29129,2028436939.99877,NA,4991387.50079208,0.406794184399422
2017,"Albania","Vitamin A, RAE",1348510183.44213,548260738.874206,NA,1349860.04348562,0.406567740908523
2015,"Albania","Vitamin A, RAE",1478123984.97498,600957529.353979,NA,1479603.58856354,0.406567740908522
2016,"Albania","Vitamin A, RAE",1359335715.3986,552662050.945879,NA,1360696.41181041,0.406567740908522
2014,"Albania","Vitamin A, RAE",1524644517.42832,619871275.824144,NA,1526170.68811644,0.406567740045861
2018,"Albania","Vitamin A, RAE",1620026231.62553,658650403.807001,NA,1621647.87950503,0.40656774004586
2017,"Canada","Calcium",44369031510.9078,18027847031.2586,22205957.9454709,22205957.9454709,0.406315991522749
2014,"Albania","Protein",869830265.885385,352532102.290717,NA,870700.966852238,0.405288383397283
2018,"Albania","Protein",924246820.611664,374586499.78578,NA,925171.992604269,0.405288383397283
2017,"Albania","Protein",769343254.962499,311805883.603516,NA,770113.36833083,0.405288382776183
2015,"Albania","Protein",843289677.602636,341775509.64742,NA,844133.811414049,0.405288382776182
2016,"Albania","Protein",775519367.01145,314308990.067678,NA,776295.662674124,0.405288382776181
2014,"Albania","Iron",108098781.293931,43616670.5264001,NA,108206.988282213,0.403489012589348
2018,"Albania","Iron",114861437.732584,46345328.0953132,NA,114976.414146731,0.403489012589347
2017,"Albania","Iron",95610686.2306905,38577861.1506771,NA,95706.3926233138,0.403489010188632
2015,"Albania","Iron",104800431.077771,42285822.2029119,NA,104905.336414186,0.403489010188631
2016,"Albania","Iron",96378226.9966995,38887555.4146335,NA,96474.7016983979,0.403489010188631
2014,"Greece","Calcium",44116467447.1218,17795849297.863,20464433.4601223,666325287.829506,0.403383369695073
2016,"Bangladesh","Zinc",1364082020.19894,550034797.920061,682723.733833301,682723.733833301,0.403227071228345
2014,"Libya","DHA+EPA",42599815.9094429,17166920.8266938,20502.3363846517,20502.3363846517,0.402981103561259
2016,"Libya","DHA+EPA",42618684.0221036,17166920.8266938,20509.4114017063,20509.4114017063,0.402802696061436
2015,"Egypt","Zinc",860907619.021396,346052882.564918,NA,NA,0.401962852829994
2018,"Tunisia","Zinc",286686480.777624,115142238.163086,143486.727115928,143486.727115928,0.401631209992072
2014,"Yemen","Iron",222879702.470483,89507093.2591281,111551.402637879,111551.402637879,0.401593739882984
2017,"Taiwan","DHA+EPA",672778986.89325,270058650.133618,336726.219666291,336726.219666291,0.401407676807344
2017,"Estonia","Iron",12964596.9969476,5199179.91154784,NA,12977.5745715191,0.401029041841558
2014,"Egypt","Zinc",915515450.780731,366360616.74644,NA,NA,0.400168687960445
2018,"Croatia","Protein",1850367823.13328,740446000.771062,926087.107351597,926087.107351597,0.400161520057805
2017,"United Kingdom","DHA+EPA",637480057.840725,254518452.485341,318988.512009198,318988.512009198,0.399257120838332
2015,"Spain","Vitamin B12",12803537928.858,5095755160.39054,6376486.7382238,8334757.64193893,0.397995865572843
2018,"Senegal","Iron",1454191832.8322,578595032.245872,NA,227847.437991126,0.397880815434779
2014,"Albania","Vitamin B12",105163012.400644,41773770.6865263,NA,105268.280681326,0.397228737870107
2018,"Albania","Vitamin B12",111742007.227474,44387136.4980419,NA,111853.861088563,0.397228737870106
2017,"Albania","Vitamin B12",93014071.5129758,36947862.0407216,NA,93107.1786916675,0.397228735821625
2015,"Albania","Vitamin B12",101954239.375907,40499153.6189468,NA,102056.295671578,0.397228735821625
2016,"Albania","Vitamin B12",93760767.2487059,37244471.043869,NA,93854.6218705765,0.397228735821624
2014,"Albania","Zinc",46195137.3809427,18339232.8332295,NA,46241.3787597024,0.396994875932443
2018,"Albania","Zinc",49085103.7571061,19486534.6761834,NA,49134.2379951012,0.396994875932443
2017,"Albania","Zinc",40858451.0710628,16220595.6876521,NA,40899.3504214843,0.396994875293743
2015,"Albania","Zinc",44785613.9750508,17779659.234979,NA,44830.4444194703,0.396994875293743
2016,"Albania","Zinc",41186453.3903575,16350810.9274965,NA,41227.6810714289,0.396994875293743
2017,"Montenegro","Zinc",6583491.28764349,2612037.50213436,NA,6590.0813690125,0.396755670815101
2017,"Libya","Iron",124013596.046065,49200505.4868028,59624.1115279908,59624.1115279908,0.396734769859646
2015,"Libya","DHA+EPA",43327375.8328387,17166920.8266938,20876.9121305354,20876.9121305354,0.396214183220452
2014,"Canada","Zinc",445571224.860857,175863337.315361,233444.688929767,233444.688929767,0.394691864067927
2014,"Turkey","Vitamin A, RAE",15401036693.7851,6068967308.65499,2790479930.25226,170394013.807811,0.394062258880536
2017,"Netherlands","Zinc",894420168.017208,352317251.127816,NA,878406.965934398,0.393905754505568
2015,"Bangladesh","Vitamin B12",2931008287.7903,1154273101.59072,1466971.11501016,1466971.11501016,0.39381434245651
2015,"Spain","DHA+EPA",4160622565.73884,1633123723.12752,2074839.89448442,2541616.90146302,0.392519075528666
2017,"South Cyprus","Calcium",382957467.529634,150206235.794337,NA,269907.18890903,0.392226940404847
2017,"Egypt","Protein",11159853086.4394,4364516282.49862,NA,NA,0.391090836832076
2018,"Greenland","Calcium",14222880164.698,5558914794.38082,5466575.79306371,5466575.79306371,0.390843115459721
2015,"Turkey","Vitamin A, RAE",16733650736.5268,6537981125.41031,5211531745.44304,330073604.109706,0.390708592425619
2015,"Libya","Iron",125927215.176955,49200505.4868028,60709.5793414345,60709.5793414345,0.390705896399483
2017,"Italy","Calcium",121779553537.522,47462558318.2466,NA,327729884.237756,0.389741602260207
2016,"Algeria","Calcium",63325047809.286,24659804093.2715,NA,12493977.8545955,0.389416272807857
2018,"Tunisia","Iron",718151979.059958,279293404.59072,359435.424954934,359435.424954934,0.388905709006481
2016,"Bangladesh","Vitamin B12",3138072212.7547,1219157408.90071,1570606.71309044,1570606.71309044,0.388505211558053
2018,"Bangladesh","Vitamin A, RAE",55983873376.8043,21749015094.7896,28019956.6450472,28019956.6450472,0.388487144296107
2017,"Canada","Iron",947218225.285871,366353142.464105,474067.627346674,474067.627346674,0.386767412919593
2016,"Libya","Iron",127279497.58534,49200505.4868028,61349.71212923,61349.71212923,0.386554837347735
2014,"Bangladesh","Iron",2660462578.73007,1028102797.91023,1331562.85221726,1331562.85221726,0.38643760905706
2014,"Viet Nam","Protein",252970583329.065,97722523883.5175,67000688470.1823,19210814330.884,0.386299950759096
2015,"Libya","Vitamin B12",121675160.2333,46912984.7727591,58689.1525062763,58689.1525062763,0.385559260269787
2015,"Netherlands","Vitamin B12",3784479632.28067,1458779987.27796,NA,3764959.55613327,0.385463823040538
2016,"Ghana","Protein",6891087484.99584,2654362534.21533,NA,NA,0.385187757374254
2014,"Turkey","Calcium",53766286159.1426,20695627993.8932,22008567456.4766,1316203337.5022,0.384918309824047
2017,"Spain","Iron",11368820772.4849,4364856040.19645,5690100.48672917,5690100.48672917,0.383932170938993
2015,"Viet Nam","Protein",264798896241.657,101626115292.219,70427584737.9772,19091119503.0956,0.383786023033397
2016,"Libya","Vitamin B12",122420246.515171,46912984.7727591,59027.0889664801,59027.0889664801,0.383212631147133
2016,"Netherlands","Vitamin B12",4085645671.69568,1565569361.82697,NA,4069809.52263654,0.383187747452707
2014,"Viet Nam","Zinc",18747344971.8135,7172239726.44469,3607429445.51182,1027162519.65538,0.382573625077476
2016,"South Cyprus","Calcium",317889630.433025,121430321.371086,NA,318207.838271297,0.381988934982481
2014,"Saudi Arabia","Vitamin B12",413252924.423056,157855590.597736,177.36448093617,2450228.70208601,0.381982997018397
2015,"Saudi Arabia","Vitamin B12",414518195.944398,158257954.683298,177.927006255319,2457949.96329741,0.381787714584493
2017,"Bangladesh","DHA+EPA",965575070.774881,367993577.699634,483270.806193634,483270.806193634,0.38111337879127
2017,"Spain","Protein",101079428058.214,38491730709.8255,50590304.3334402,50590304.3334402,0.380806771954204
2014,"Cape Verde","Iron",626357037.042895,238253928.004305,313492.01053198,313492.01053198,0.38038038038038
2014,"Cape Verde","Vitamin B12",597235289.56396,227176586.620926,298916.561343323,298916.561343323,0.38038038038038
2014,"Cape Verde","Zinc",258223609.827105,98223194.929229,129241.045959512,129241.045959512,0.38038038038038
2014,"Cape Verde","Calcium",33956907836.6481,12916541519.4457,16995449.3676918,16995449.3676918,0.38038038038038
2014,"Cape Verde","DHA+EPA",218546975.437927,83130981.6480603,109382.870589553,109382.870589553,0.38038038038038
2014,"Cape Verde","Protein",5164730319.74814,1964562083.58788,2584950.10998405,2584950.10998405,0.38038038038038
2014,"Cape Verde","Vitamin A, RAE",9151679167.14186,3481119202.71663,4580420.00357451,4580420.00357451,0.38038038038038
2014,"United Kingdom","DHA+EPA",633282561.357038,240577119.601241,381148.506776003,310901.329916675,0.379889064189163
2016,"Saudi Arabia","Vitamin B12",417860269.51292,158723625.537538,209139.274030491,209139.274030491,0.379848569289812
2016,"Spain","Iron",11177030782.9771,4241251715.4912,5594109.50098953,5594109.50098953,0.37946139702422
2016,"Tunisia","Zinc",322372114.069081,122240860.668957,161347.40443898,161347.40443898,0.379191795239341
2017,"Tunisia","Iron",700529664.664527,265168908.580962,350615.447780044,350615.447780044,0.378526309386123
2015,"Viet Nam","Zinc",19722492280.3485,7458739627.02715,3788754752.63823,1023770223.08359,0.378184436378716
2017,"Croatia","Protein",1907278670.9538,721239050.460311,954550.005953077,954550.005953077,0.37815084992254
2015,"Ghana","Protein",6688366983.89249,2525079969.33691,NA,NA,0.377533107172204
2015,"Algeria","Calcium",65988735708.2951,24873453440.1808,NA,12714977.3948763,0.376934838547818
2014,"Netherlands","Vitamin B12",3570275101.9092,1345086028.34035,NA,3556616.70624942,0.376745766067457
2014,"Brunei Darussalam","Protein",1139420942.24761,429039248.874687,NA,111141.859267667,0.376541480823028
2016,"Italy","DHA+EPA",813657826.027479,306322969.632277,NA,1690177.56768452,0.37647640056243
2017,"Egypt","Calcium",80082379685.4839,30132670605.085,NA,NA,0.376270919063947
2018,"Montenegro","Vitamin B12",9458465.8016423,3555316.36493951,NA,9467.93373537767,0.375887214639206
2014,"Estonia","Vitamin B12",29731086.4142087,11165730.2403648,NA,29760.8472614701,0.375557424468305
2014,"Algeria","Calcium",67600199634.7981,25305982689.7693,NA,12041035.4101293,0.374347750842185
2018,"Egypt","Vitamin B12",1460587564.26969,545480615.544606,NA,NA,0.373466561600744
2015,"Italy","Calcium",107998153475.88,40215691456.3192,NA,158629025.043567,0.37237388012658
2015,"Tunisia","Zinc",336848580.571876,125185372.024742,17764.6749057671,17764.6749057671,0.37163692900891
2016,"Egypt","Protein",11289461160.1436,4177580680.77355,NA,NA,0.37004252209327
2016,"Estonia","Iron",12015708.3356168,4444793.17175436,NA,12027.7360716885,0.369915201634776
2015,"Ireland","Calcium",1181422161.21005,435738387.156285,209347.049987391,209347.049987391,0.368825303488458
2017,"Montenegro","DHA+EPA",1656886.93914684,609988.507155958,NA,1658.54548463147,0.368153368068705
2018,"Italy","Calcium",122616527531.705,45125274795.0045,NA,322566177.813068,0.368019513383597
2018,"Brazil","Vitamin B12",2157808197.85196,793974857.297177,1079984.08300899,1079984.08300899,0.367954324247891
2016,"Spain","Protein",102473956726.67,37647009261.5016,51288266.6299648,51288266.6299648,0.367381239722382
2014,"Egypt","Protein",11872759049.8057,4358720616.5904,NA,NA,0.367119436881163
2014,"Tunisia","Zinc",336897092.867326,123444389.491446,17456.0957731217,17456.0957731217,0.366415715970752
2017,"Egypt","Iron",1300454229.08823,475909220.506484,NA,NA,0.36595614813768
2014,"Brazil","Vitamin B12",2364774358.49816,864397659.369865,3309453.6319045,1296519.82207757,0.36553071385586
2015,"Bangladesh","DHA+EPA",977826142.476408,357190270.151436,489402.473711915,489402.473711915,0.365290162161986
