"year","fishing_entity","nutrient","Direct human consumption","Discards","Fishmeal and fish oil","Other","discard_ratio"
2014,"India","Iron",34087711146.5711,5256758167.88816,11888233037.3605,321555161.053549,0.154212705725093
2018,"South Cyprus","Vitamin A, RAE",91450829.9161691,13987719.2323072,NA,91962.1441436461,0.152953442250107
2014,"Guinea","Iron",737991297.147244,112795654.556893,NA,38239.1100297763,0.152841442701171
2016,"Côte d'Ivoire","Protein",569900532.497001,87071306.2594815,NA,NA,0.152783339011777
2018,"United Kingdom","Protein",19981555814.5938,3052214977.88669,9999013.99749632,9999013.99749632,0.152751617852373
2018,"Angola","DHA+EPA",1348760088.58553,205648495.592244,675055.099392156,675055.099392156,0.152472257544269
2017,"Guinea","DHA+EPA",596001904.761422,90858629.926272,NA,24617.2469670231,0.152446878441844
2014,"Guinea","DHA+EPA",593661129.693223,90436621.0308652,NA,21882.3215369237,0.152337110360583
2017,"Syrian Arab Republic","Iron",20898710.4517859,3182788.32285349,NA,2441.56827050533,0.152295919415521
2018,"Morocco","Iron",14509683635.6988,2206936878.40476,7244856.25489825,7244856.25489825,0.152100964694705
2016,"Syrian Arab Republic","Iron",21054823.6547967,3182788.32285349,NA,2490.22352903611,0.151166705313554
2015,"Estonia","Calcium",976184781.830512,147129681.235771,NA,977161.943774287,0.150719089228043
2017,"Taiwan","Iron",1897348466.96783,285819270.864816,949623.857341257,949623.857341257,0.150641421879443
2014,"Namibia","Vitamin B12",1056379753.29091,158338075.553223,528718.595240694,528718.595240694,0.149887457668474
2018,"Syrian Arab Republic","Iron",19927886.3128026,2948135.55145516,NA,NA,0.147940203249812
2014,"Yemen","Vitamin B12",587816752.731055,86675230.1942997,294202.578944472,294202.578944472,0.14745280700422
2016,"Germany","Protein",6354503193.15284,935530177.017295,3180432.02860502,3180432.02860502,0.147223181510925
2017,"Syrian Arab Republic","Zinc",8990269.34200354,1315806.31640241,NA,1654.00169017604,0.146358942802172
2017,"Indonesia","Vitamin B12",72812999414.5499,10654268514.2699,36442942.6499249,36442942.6499249,0.146323714171029
2015,"Syrian Arab Republic","Zinc",9007937.023716,1315806.31640241,NA,1559.16361701562,0.146071882267624
2014,"India","Calcium",3874337424016.29,565786766863.835,1337015791554.04,25594531210.8304,0.146034458268046
2018,"Syrian Arab Republic","Zinc",8356049.89182068,1218797.79198268,NA,NA,0.145858127675338
2014,"Italy","Vitamin A, RAE",1345544151972.02,195521108552.031,NA,1372646259.36602,0.145310065273946
2016,"Argentina","DHA+EPA",1352251036.9532,196239507.121547,676802.320797398,676802.320797398,0.145120618700874
2016,"Syrian Arab Republic","Zinc",9089239.80465897,1315806.31640241,NA,1686.96242316804,0.144765276819736
2016,"Italy","Vitamin A, RAE",1368943248717.99,197988321381.392,NA,1376332528.50153,0.144628582351246
2015,"Germany","Vitamin B12",666944650.980104,96422323.1334473,333806.131621673,333806.131621673,0.144573201077107
2017,"Turkey","Iron",2195752685.64617,317094870.132324,1098975.31814122,1098975.31814122,0.144412834926812
2014,"Taiwan","Protein",23015774445.2311,3317066396.65768,34902836.314069,11624620.658144,0.144121433087166
2017,"Italy","Zinc",2019084724.27932,290704947.448796,NA,3419772.55048462,0.143978577992837
2014,"Syrian Arab Republic","Zinc",9139897.5427912,1315806.31640241,NA,1602.22772935545,0.143962917553733
2018,"Italy","Iron",4318557802.16395,621022130.590297,NA,5324768.29159594,0.143803130359657
2018,"Argentina","Vitamin B12",3624976996.69603,518071441.281229,1814302.80114917,1814302.80114917,0.142917166578829
2017,"Morocco","Iron",15318402650.7917,2188305521.01785,7650783.04997847,7650783.04997847,0.142854680798246
2017,"Germany","Protein",6585164945.67381,938405508.361779,2537312.72766892,2537312.72766892,0.142502961748631
2015,"Mauritania","Vitamin A, RAE",4267677640.32654,606192767.392185,3700049.28136072,1889550.26388566,0.142042773255433
2015,"Germany","Zinc",194308076.401166,27539239.9434266,97251.2894900729,97251.2894900729,0.141729774971214
2015,"Taiwan","Protein",21767948895.901,3076797774.44979,35773296.4681964,11009065.0878843,0.141345323308306
2015,"Canada","DHA+EPA",705802743.657194,99735406.2607333,361598.171399346,361598.171399346,0.141307762199879
2017,"Turkey","Protein",20528730056.4995,2893606200.74573,10274639.6679177,10274639.6679177,0.140953979753346
2015,"Italy","Vitamin A, RAE",1400757122148.64,196882918838.173,NA,1407866826.7201,0.140554644145711
2015,"Indonesia","Vitamin B12",66095236911.4425,9285961897.52722,314412608.068926,2983425492.60065,0.14049366234921
2017,"Japan","Calcium",391526072297.287,54971049776.4359,195958995.143787,195958995.143787,0.140402015768432
2017,"Ireland","Vitamin A, RAE",1342563305.5441,187755656.816857,130090.092638569,130090.092638569,0.139848643294154
2017,"Argentina","Vitamin B12",3686256361.34969,513221849.408549,1844973.15382867,1844973.15382867,0.139225761612694
2014,"Cook Islands","DHA+EPA",1515.95038685185,210.589235067006,NA,NA,0.138915651127827
2015,"Cook Islands","DHA+EPA",1515.95038685185,210.589235067006,NA,NA,0.138915651127827
2015,"Croatia","Calcium",14050662944.9536,1951280951.81205,7032006.67790118,7032006.67790118,0.138874653776594
2018,"Guinea","DHA+EPA",1058850747.19653,146967983.36831,NA,157002.764184048,0.138799527466387
2017,"Slovenia","Calcium",39108026.1691513,5424219.94735246,NA,29415.5363481702,0.138698381858789
2015,"China","Protein",764831420635.699,105746176379.918,252402581742.306,307423511265.71,0.138260763779848
2017,"Hong Kong","DHA+EPA",2458806157.56625,339873537.408343,1230633.71249562,1230633.71249562,0.138227056395838
2018,"South Africa","Protein",21070056677.213,2911417160.61958,10545573.912519,10545573.912519,0.138177946325519
2015,"Mauritania","Iron",339562158.614271,46733053.0260683,359038.559175214,136526.200364573,0.137627388213052
2017,"Turkey","Zinc",1532025489.56451,210796896.394668,766779.524306562,766779.524306562,0.13759359607952
2015,"Japan","Protein",135093306079.819,18539675175.5652,1545885762.69305,1543193517.30722,0.137236075669146
2016,"Slovenia","DHA+EPA",848101.55294186,116295.103761756,NA,848.950503445305,0.137124031147397
2014,"Argentina","DHA+EPA",1516581457.5236,207917769.880334,759049.778540341,759049.778540341,0.137096341808002
2016,"Australia","Vitamin A, RAE",35331594053.4866,4834889215.00019,17683480.5072505,17683480.5072505,0.136843223311151
2018,"South Africa","Zinc",638133553.615852,87209804.7458095,319386.162970897,319386.162970897,0.136663875848015
2017,"Turkey","DHA+EPA",2223198500.83017,303261207.481361,1112711.96237746,1112711.96237746,0.136407616039737
2018,"South Africa","Iron",1346859175.1202,183244391.166718,674103.691251351,674103.691251351,0.136053118656866
2017,"Canada","Protein",30867976450.1134,4197245703.64217,15449304.8761981,15449304.8761981,0.13597411253781
2015,"Hong Kong","DHA+EPA",2419512895.83794,328967061.284812,5396457.41106737,15254701.7538388,0.135964169420507
2018,"South Africa","DHA+EPA",401432556.972286,54479752.9208949,200917.195681825,200917.195681825,0.135713339575136
2016,"Hong Kong","DHA+EPA",2465295690.45641,334420299.346577,1233881.72695516,1233881.72695516,0.135651192123191
2016,"Yemen","Vitamin B12",468629927.570022,63566223.3138369,234284.523489661,234284.523489661,0.135642688556929
2018,"United Kingdom","Vitamin B12",1852185420.60285,249850910.835647,926818.376413393,926818.376413393,0.134895193567783
2018,"South Africa","Vitamin B12",950481502.487918,128163153.868676,475716.467711671,475716.467711671,0.134840239955437
2016,"South Africa","Protein",23857031607.3574,3212408693.93111,11940456.2599386,11940456.2599386,0.134652489328992
2018,"South Africa","Calcium",52647666066.6196,7085785338.25235,26350183.2165263,26350183.2165263,0.134588783656356
2018,"Guinea","Vitamin B12",4457582068.34543,598095879.081092,NA,865031.891757219,0.13417495626796
2016,"Indonesia","Vitamin B12",68740408375.0849,9203161641.91881,34404608.7963388,34404608.7963388,0.13388284794151
2018,"Indonesia","Vitamin B12",73626046625.9947,9846836626.89708,36849873.1861836,36849873.1861836,0.133741210864098
2014,"Montenegro","DHA+EPA",3062183.45584115,409510.480786976,NA,3065.24870454569,0.133731530684692
2016,"South Africa","Zinc",721224210.43348,96225830.7572296,360973.078295035,360973.078295035,0.133420133940588
2014,"India","Zinc",31709930545.7237,4225004583.09814,6309920928.61278,215560078.925085,0.133239162318755
2016,"South Africa","Iron",1521123115.4652,202188777.08779,761322.880613214,761322.880613214,0.132920718272008
2015,"India","Vitamin B12",58812246249.6071,7806439173.96245,17199670563.1561,864180137.686738,0.132734926342226
2016,"Morocco","Iron",15578180171.4104,2067602141.59255,7776870.29502853,7776870.29502853,0.132724241139994
2016,"South Africa","DHA+EPA",453147767.594698,60112042.4422647,226800.684481831,226800.684481831,0.132654393866571
2018,"Japan","Calcium",404264660992.597,53507133751.0783,202334665.161461,202334665.161461,0.132356693310025
2014,"Indonesia","Vitamin B12",62534281659.6103,8271196483.0228,288662242.729834,2828441542.09296,0.132266594634364
2014,"Japan","Protein",149792822718.306,19804928253.5371,1787516184.23462,1782518132.74189,0.132215468632843
2017,"Italy","Vitamin A, RAE",1493753240682.54,197485570346.675,NA,1516562675.63744,0.132207626379065
2014,"India","Protein",279724140985.129,36971421285.1412,61118963749.3933,2510906413.10698,0.132171006602919
2016,"Ukraine","Calcium",108857955421.444,14371600760.8854,54483461.1718938,54483461.1718938,0.13202159369286
2016,"Japan","Protein",126396030045.887,16686884918.6568,63261276.2992426,63261276.2992426,0.132020641096076
2016,"South Africa","Vitamin B12",1071814998.68764,141413066.907165,536443.943287109,536443.943287109,0.131937943656615
2016,"South Africa","Calcium",59351495745.6988,7818336283.72493,29705453.3261756,29705453.3261756,0.131729389217483
2014,"Angola","Vitamin B12",8064100196.42994,1060881574.87702,4171590.35674571,4062157.3186099,0.131556100375176
2015,"Mauritania","Calcium",11943296806.8885,1568711657.30764,31045755.1875138,6567704.88837117,0.13134661916824
2015,"Namibia","Iron",1752745868.28323,229122221.667341,877250.18432594,877250.18432594,0.130721872356636
2014,"Greenland","DHA+EPA",725882220.401431,94634119.2488221,946475.417788608,2117426.93424554,0.130371176740611
2017,"Greenland","Vitamin A, RAE",5706442897.6426,743769319.567315,2292793.61082203,2292793.61082203,0.130338519618689
2016,"Canada","Vitamin B12",2041834896.17127,265941186.822821,1021702.76742196,1021702.76742196,0.130246175790951
2014,"Argentina","Iron",4295864436.21767,558915267.528797,2150082.30040924,2150082.30040924,0.130105424839919
2018,"South Africa","Vitamin A, RAE",7446747501.60947,968343829.229993,3727100.85165639,3727100.85165639,0.130035808119008
2015,"Taiwan","Zinc",1568350486.90741,203935801.837223,1931842.2245219,787620.621004834,0.130032032724623
2014,"South Africa","Protein",23926708722.0098,3110060655.63887,11975329.6906956,11975329.6906956,0.129982802556458
2017,"Turkey","Vitamin B12",2456490515.55498,317626049.119864,1229474.73251,1229474.73251,0.129300743116488
2014,"Côte d'Ivoire","Protein",668381923.288424,86397232.4159538,NA,NA,0.129263269106503
2014,"Taiwan","Iron",2836618109.3317,366006958.484601,4164081.58623398,1435070.51161319,0.129029338591803
2014,"Argentina","Vitamin A, RAE",117992625445.997,15212876111.2907,59055368.0910895,59055368.0910895,0.128930736592969
2014,"South Africa","Zinc",723307846.065405,93160054.9019811,362015.938971674,362015.938971674,0.128797240910279
2016,"Germany","Vitamin B12",754178005.51854,96871860.9437496,377466.469228498,377466.469228498,0.128446945197168
2014,"South Africa","Iron",1525734693.68331,195746998.761533,763630.977819472,763630.977819472,0.128296878593602
2014,"South Africa","DHA+EPA",453742659.874113,58196859.7217941,227098.428365422,227098.428365422,0.128259616889319
2014,"Argentina","Protein",97424724807.0127,12471097780.8573,48761123.5270334,48761123.5270334,0.128007523814526
2016,"South Africa","Vitamin A, RAE",8347067396.21011,1068454283.29858,4177711.40951457,4177711.40951457,0.128003552934495
2014,"Argentina","Zinc",2255792734.70795,288235700.558599,1129025.39274672,1129025.39274672,0.127775790800176
2018,"Angola","Protein",30058962663.5255,3837712400.65208,15044525.8576204,15044525.8576204,0.127672815712596
2014,"South Africa","Vitamin B12",1073540650.28932,136907615.899583,537307.632777438,537307.632777438,0.127529046862534
2014,"South Africa","Calcium",59469747039.7496,7569242392.63315,29764638.1580328,29764638.1580328,0.127278873198735
2015,"Morocco","Zinc",9550550108.71952,1214872623.31163,4570751268.41655,72656041.8037269,0.127204465657163
2018,"Turkey","Iron",2208340824.25029,280043837.51904,1105275.68781296,1105275.68781296,0.126811873621959
2016,"Greenland","Vitamin A, RAE",5801820881.00264,735412800.452628,2457160.4942378,2457160.4942378,0.126755516162288
2015,"South Africa","Protein",23222960849.6776,2943284404.24214,11623103.5283672,11623103.5283672,0.126740273270667
2017,"Russian Federation","Calcium",179376098177.471,22617566143.9382,89658668.4670434,89658668.4670434,0.126090189126317
2015,"Namibia","Vitamin B12",1221342257.18465,153648086.571,611282.411003326,611282.411003326,0.125802645136654
2014,"India","DHA+EPA",12180343717.0094,1532044674.13256,1355018872.63422,154937922.247386,0.125780085498992
2018,"Russian Federation","Protein",62100518118.6825,7802811626.342,30081387.94723,30081387.94723,0.125648092201578
2015,"South Africa","Zinc",703003960.802889,88164369.4614752,351853.83423568,351853.83423568,0.125410914272494
2017,"Greenland","DHA+EPA",742300512.056082,92825831.2622541,358070.257729297,358070.257729297,0.125051552241474
2018,"Namibia","Iron",1846396510.48354,230666866.623898,924122.37761939,924122.37761939,0.124928131803872
2015,"South Africa","DHA+EPA",441077047.533446,55076067.1771651,220759.283049773,220759.283049773,0.12486722554519
2015,"South Africa","Iron",1483838634.88537,185250113.237318,742661.979422109,742661.979422109,0.124845187934892
2014,"Morocco","Zinc",9155509124.34725,1142786568.28232,4602767942.45697,72933539.301937,0.124819554299095
2017,"South Africa","Protein",22041339996.0802,2742801525.87882,11031701.6997399,11031701.6997399,0.124438964526049
2014,"South Africa","Vitamin A, RAE",8328425632.85999,1034413097.90796,4168381.19762763,4168381.19762763,0.124202717717339
2015,"Nigeria","Zinc",157417528.981729,19548825.549101,NA,NA,0.124184553496389
2015,"South Africa","Vitamin B12",1044560178.35014,129565978.06818,522802.892067139,522802.892067139,0.124038787571652
2014,"Argentina","Calcium",171567737735.587,21255851908.2635,85869738.6064001,85869738.6064001,0.123891893597281
2015,"South Africa","Calcium",57887873288.7809,7163343597.74383,28972909.5539444,28972909.5539444,0.123745150594989
2016,"Argentina","Protein",95481016310.403,11770624911.8996,47788296.4516532,47788296.4516532,0.123277122162525
2017,"Hong Kong","Iron",7903654000.13765,974079743.880241,3955782.78285168,3955782.78285168,0.123244229044348
2017,"South Africa","Zinc",666927678.534111,82159021.6489266,333797.63690396,333797.63690396,0.123190301277509
2015,"Angola","Vitamin B12",5799192862.99374,713962412.197442,3173507.27511997,2954641.19884836,0.123114100369628
2015,"Guinea","Calcium",59338292778.4728,7305323034.76609,NA,4194631.38164943,0.123113131381097
2017,"South Africa","Iron",1407070405.00872,172631734.984296,704239.441946307,704239.441946307,0.122688768358557
2017,"Côte d'Ivoire","Calcium",4944148550.12613,606213563.870193,NA,NA,0.122612328032645
2017,"South Africa","DHA+EPA",419396889.784494,51324541.0043307,209908.353245493,209908.353245493,0.12237701865339
2014,"Japan","Calcium",635621645747.083,77657491663.93,31674702088.4622,31464243951.8254,0.122175656199774
2018,"Angola","Zinc",1149435282.49431,140205285.690504,575292.934181339,575292.934181339,0.121977537862117
2016,"Guinea","Calcium",60005208200.6498,7315627218.47578,NA,4428957.83537032,0.121916537544762
2014,"Italy","Vitamin B12",3731622182.10199,454131329.245084,NA,9793018.79549187,0.121698099937137
2017,"South Africa","Vitamin B12",992434935.636346,120740544.758497,496714.182000173,496714.182000173,0.121660917429392
2018,"Turkey","DHA+EPA",2135849589.9623,259758440.718788,1068993.78876992,1068993.78876992,0.121618320849725
2017,"South Africa","Calcium",54959807624.8475,6675409865.91986,27507411.2236474,27507411.2236474,0.121459847739749
2018,"Angola","Calcium",271908626121,32979661129.7549,136090403.463964,136090403.463964,0.121289499344824
2015,"Greenland","DHA+EPA",715859783.971678,86759456.6121034,1005783.22563592,2318668.25950091,0.121196159575764
2018,"Guinea","Calcium",97338446042.3168,11792290530.2372,NA,30279698.888615,0.121147306225853
2015,"Hong Kong","Iron",7787772252.45058,942821713.172541,16364686.1774984,45728456.9365752,0.121064366369453
2015,"India","Iron",36083464531.5707,4362168774.91295,7881361027.40525,329276608.221314,0.120891073835117
2016,"Hong Kong","Iron",7929383985.99235,958450728.526391,3968660.65364983,3968660.65364983,0.120873289806565
2016,"Germany","Zinc",227865922.280218,27535082.2583148,114047.008148257,114047.008148257,0.120838965224706
2017,"Chile","Vitamin A, RAE",2301317609.94829,278032077.079696,1151810.61558973,1151810.61558973,0.120814300415467
2017,"South Cyprus","Vitamin A, RAE",159097371.82974,19206367.9446889,NA,128685.290903694,0.120720837332516
2016,"Angola","Protein",38119174006.9538,4601609780.38077,19078665.669146,19078665.669146,0.120716408480974
2018,"Angola","Vitamin B12",5057357546.82945,609282550.247939,2531209.98339812,2531209.98339812,0.120474485856732
2015,"South Africa","Vitamin A, RAE",8125872065.27914,978942945.404027,4067003.03567524,4067003.03567524,0.120472355156431
2014,"Denmark","Iron",3856516755.37804,464585200.873276,1438190928.80763,1915760.64410741,0.120467569659952
2017,"Guinea","Calcium",61005194740.5691,7332862884.89519,NA,4663741.43657295,0.120200630718072
2014,"China","Protein",788893227758.946,94773146640.5125,242524402839.916,295478189151.968,0.120134313878876
2014,"Cook Islands","Calcium",272601.569444445,32720.4676808333,NA,NA,0.120030371606139
2015,"Cook Islands","Calcium",272601.569444445,32720.4676808333,NA,NA,0.120030371606139
2018,"Namibia","Vitamin B12",1289196116.239,154683916.881476,645243.301420923,645243.301420923,0.119984783488751
2016,"Argentina","Iron",4397472418.42728,527522282.899077,2200937.14636,2200937.14636,0.119960339191335
2014,"Hong Kong","DHA+EPA",2631697900.34518,315583282.184594,6128268.17314542,17460040.4824459,0.119916226761134
2017,"Hong Kong","Calcium",440534883028.504,52808117626.7234,220487929.443696,220487929.443696,0.119872726681003
2016,"Argentina","Zinc",2269822606.82553,272046164.428408,1136047.35076353,1136047.35076353,0.119853491462436
2015,"Mauritania","Zinc",157003864.680829,18804642.5790874,188367.096973715,57569.2813894774,0.11977184521741
2018,"Turkey","Zinc",1488784448.96511,177842469.019938,745137.361844398,745137.361844398,0.119454813719717
2014,"Germany","DHA+EPA",300034901.641907,35809076.6513149,150167.618439393,150167.618439393,0.119349703835633
2014,"Guinea","Calcium",61100133857.7508,7267292920.86549,NA,4150460.59396428,0.118940703759908
2018,"Italy","Zinc",1997122877.1293,236942840.02487,NA,3334425.65485117,0.118642093953406
2015,"Greenland","Vitamin A, RAE",5206592147.19105,616826417.258166,12851219.2301317,34074312.534628,0.118470277644264
2015,"Hong Kong","Calcium",433439287835.551,51113515339.0129,1015797345.25794,2897384596.18498,0.117925432173572
2018,"Turkey","Protein",21250905588.3822,2505632906.78917,10636088.8830742,10636088.8830742,0.117907112069567
2017,"Angola","Protein",37046697020.4603,4363472672.76097,18541890.4006308,18541890.4006308,0.117783042044236
2018,"Yemen","Vitamin B12",462372252.923334,54401878.0788803,231197.340851773,231197.340851773,0.117658180686506
2017,"South Africa","Vitamin A, RAE",7756659309.42965,912261893.73087,3882211.86658141,3882211.86658141,0.117610153719379
2016,"Hong Kong","Calcium",441822702748.921,51960816482.8681,221132483.858319,221132483.858319,0.117605582871998
2017,"Brunei Darussalam","Vitamin A, RAE",2648174222.74641,310834989.301901,NA,735719.722346791,0.11737709197227
2014,"Chile","Calcium",173596029036.963,20371675260.6688,86884899.4178995,86884899.4178995,0.117351044109028
2016,"Brunei Darussalam","Vitamin A, RAE",3743308483.28509,437659992.123386,NA,1452380.44140824,0.116917960162156
2017,"Yemen","Vitamin B12",462296338.242355,54034231.7843881,231149.122749284,231149.122749284,0.116882240490646
2016,"Taiwan","Calcium",117049978985.53,13667086591.4387,58583573.0658311,58583573.0658311,0.116762828237058
2015,"India","DHA+EPA",13648998863.3081,1592236034.72059,1435862986.32963,164848017.435914,0.11665588448402
2015,"India","Calcium",3968786292892.39,461015542269.377,833741024866.963,26005714044.6247,0.116160334229888
2014,"Montenegro","Iron",13643055.6028889,1581090.67394912,NA,13656.7123152041,0.115889777185569
2016,"Korea (South)","Calcium",944283434200.824,109289041225.306,472614331.431844,472614331.431844,0.11573753945795
2015,"Canada","Protein",22193627570.7891,2559736160.46525,11173558.4865542,11173558.4865542,0.115336537584974
2014,"Argentina","Vitamin B12",4495028732.07597,518292740.875385,2249764.13016815,2249764.13016815,0.115303543485031
2017,"Germany","Vitamin B12",842588390.794381,97055376.8718265,329127.24982986,329127.24982986,0.1151871755322
2015,"Nigeria","Vitamin A, RAE",6017635339.78709,692828125.358424,NA,NA,0.115132952769274
2016,"Angola","DHA+EPA",2053970511.80851,236120159.604592,1028013.26917343,1028013.26917343,0.11495791115165
2015,"Japan","Calcium",628118953292.729,71714846601.5596,27342704018.5221,27229338850.4969,0.114173989219105
2016,"Namibia","Iron",1885475708.27707,214883508.29389,943681.535674209,943681.535674209,0.113967794626348
2015,"India","Protein",305137105433.752,34679249091.2378,45998968779.0098,2780010951.98917,0.113651366791139
2015,"Uruguay","DHA+EPA",121670959.151295,13801900.5524827,56246.1271772465,56246.1271772465,0.113436276402822
2015,"India","Zinc",34717566199.1563,3923778504.45657,4287299365.12433,228614899.697311,0.113019976168489
2016,"Canada","DHA+EPA",857712423.048289,96725355.2340093,429198.799181804,429198.799181804,0.112771311962872
2017,"Angola","DHA+EPA",1982005815.44889,223359290.977917,991994.902627073,991994.902627073,0.112693559845751
2015,"Nigeria","Protein",3471265879.88721,390996052.206497,NA,NA,0.112637886504736
2016,"Angola","Zinc",1449436765.21684,162958406.157991,725443.826434853,725443.826434853,0.112428779280766
2018,"Russian Federation","Vitamin A, RAE",66364329544.6223,7426097635.10333,31655306.5818405,31655306.5818405,0.111898932544932
2015,"Uruguay","Protein",7278350988.94444,812286922.448629,3532923.03378998,3532923.03378998,0.111603153472877
2018,"Slovenia","Calcium",51675189.8038001,5757520.52130851,NA,38362.2924637766,0.1114175011871
2016,"Greenland","DHA+EPA",738912555.964123,82050015.14195,359159.774263341,359159.774263341,0.111041576543374
2016,"Uruguay","Zinc",148068734.782285,16371214.2192007,66272.7263480608,66272.7263480608,0.110564963246781
2014,"Montenegro","Protein",89165410.570049,9856930.82326083,NA,89254.6652352843,0.110546575855411
2018,"Russian Federation","Vitamin B12",6029427289.72866,666442720.782236,2860753.474953,2860753.474953,0.110531678840799
2016,"Argentina","Calcium",181636332551.015,20061959611.855,90909075.3508586,90909075.3508586,0.110451247996985
2016,"Uruguay","DHA+EPA",104462584.250211,11536798.2926306,45651.8065964941,45651.8065964941,0.110439526031612
2016,"Uruguay","Protein",6149273088.28809,678978256.972431,2920991.43532069,2920991.43532069,0.110416019458562
2016,"Côte d'Ivoire","Calcium",5470164696.83954,601553237.128665,NA,NA,0.109969858398636
2017,"Angola","Zinc",1403317399.88057,154258404.186972,702361.061001287,702361.061001287,0.10992410141861
2016,"Namibia","Vitamin B12",1312378478.11632,144099684.6345,656846.085143301,656846.085143301,0.109800402122815
2017,"Hong Kong","Protein",73322810935.2616,8031935285.37982,36698103.571202,36698103.571202,0.109542108150646
2018,"Greenland","DHA+EPA",752219539.48803,81975387.6504222,365854.078988304,365854.078988304,0.108978008875196
2014,"Uruguay","Protein",8454710506.41741,916624875.517154,4073668.42009669,4073668.42009669,0.108415879505443
2015,"Taiwan","Calcium",132471264650.867,14357669354.4784,980961564.78665,71647661.4928028,0.108383273854285
2015,"Uruguay","Zinc",181194655.239802,19585491.9922741,85193.526303432,85193.526303432,0.108090892451291
2017,"Taiwan","Calcium",121853007973.191,13151611665.314,60987491.4780736,60987491.4780736,0.107930135530241
2014,"Hong Kong","Iron",8419099326.88081,904463716.202546,18520453.7080103,52217547.3987477,0.107429985214065
2017,"Namibia","Iron",1868675211.23987,200644795.061359,935272.878498432,935272.878498432,0.107372749343761
2015,"Hong Kong","Protein",72470926235.5003,7774192034.51151,147716378.985079,410206203.037027,0.107273253404388
2016,"Hong Kong","Protein",73724264083.8031,7903063659.94566,36899031.0729745,36899031.0729745,0.107197593060572
2016,"Slovenia","Protein",11360861.8815478,1217671.50984385,NA,11372.2341156635,0.107181261645437
2015,"South Cyprus","Vitamin A, RAE",159757189.706126,17106477.027934,NA,167976.726432558,0.107077979146989
2014,"Namibia","Zinc",711345092.782877,76153074.4327407,356028.574966405,356028.574966405,0.107055035882542
2014,"Uruguay","Zinc",207190182.57449,22101241.154102,95803.2637025395,95803.2637025395,0.10667127602031
2016,"Angola","Iron",3554031543.0551,379058253.09163,1778794.56609364,1778794.56609364,0.106655849420455
2016,"Argentina","Vitamin B12",4599033676.48487,489181430.103832,2301818.65689934,2301818.65689934,0.10636613352171
2014,"Italy","DHA+EPA",788136473.820317,83821022.3421206,NA,2962570.00611123,0.106353436398923
2017,"Germany","Zinc",262254020.315356,27866227.7599687,93334.3854202719,93334.3854202719,0.106256627549351
2015,"Syrian Arab Republic","Vitamin B12",28769479.4749521,3049192.31906292,NA,5130.45362637778,0.105987052067371
2017,"Uruguay","Protein",7975059630.25904,843482369.216984,3734667.27549665,3734667.27549665,0.105765023501095
2017,"India","DHA+EPA",17462763816.0183,1842020392.5966,8740122.03003917,8740122.03003917,0.105482752444201
2018,"Uruguay","DHA+EPA",142110886.780464,14956866.3773609,62551.2245322386,62551.2245322386,0.105247857614643
2017,"Angola","Iron",3433249457.6319,360095224.214245,1718343.07188784,1718343.07188784,0.104884666453169
2018,"Taiwan","Calcium",154592769867.634,16184511112.3948,77373758.6925096,77373758.6925096,0.104691255136009
2014,"Hong Kong","Calcium",470088306905.954,49034000156.9725,1146089716.00961,3291355940.53684,0.104308061776108
2014,"Syrian Arab Republic","Vitamin B12",29233553.8932889,3049192.31906292,NA,5277.50127104444,0.104304537525385
2014,"Denmark","Zinc",1773241341.10902,184956262.28807,180322395.13818,893651.651893522,0.104304054953058
2014,"Italy","Protein",21468291652.552,2237231073.29693,NA,42360435.9606443,0.104210950247221
2017,"Côte d'Ivoire","Zinc",26256673.5091345,2735420.66943051,NA,NA,0.104180016119668
2014,"Namibia","Protein",23654762145.0872,2459518106.92673,11839220.2928364,11839220.2928364,0.103975600846933
2014,"Uruguay","DHA+EPA",149864689.597556,15574749.5450041,68324.9910381922,68324.9910381922,0.103925411561778
2014,"Mauritania","Iron",285806884.675434,29644899.9383914,264765.944509654,130848.542527958,0.103723533364343
2017,"Uruguay","DHA+EPA",138224589.999765,14331955.1946148,58312.6266664943,58312.6266664943,0.103686002574789
2018,"Angola","Iron",2947791336.21544,305599705.077192,1475371.03914687,1475371.03914687,0.103670738604429
2016,"India","DHA+EPA",16930097858.3879,1751238179.46606,8473522.4516456,8473522.4516456,0.10343934182273
2015,"Morocco","Protein",137936170856.78,14256940571.8269,73852547064.6577,1165844619.50448,0.103358970190857
2017,"Namibia","Vitamin B12",1304944667.6492,134551282.7925,653125.459283885,653125.459283885,0.103108803099589
2017,"India","Vitamin B12",90262899563.0154,9277757723.22776,45176626.4079156,45176626.4079156,0.102785948248324
2014,"Cook Islands","Zinc",2423.91388888889,248.821162410349,NA,NA,0.10265264106573
2015,"Cook Islands","Zinc",2423.91388888889,248.821162410349,NA,NA,0.10265264106573
2017,"Uruguay","Zinc",198471060.233631,20337662.384277,86492.8037867247,86492.8037867247,0.102471677031082
2018,"Uruguay","Protein",8642318331.92929,880260433.187693,4122830.9810995,4122830.9810995,0.101854664382767
2017,"Slovenia","DHA+EPA",948843.949709288,95922.1768785716,NA,887.160837023203,0.10109373296627
2014,"Italy","Zinc",1833696177.89298,184684438.59684,NA,3256895.92827776,0.100717033074177
2016,"India","Vitamin B12",81812884263.6705,8169192586.60039,40947389.5213566,40947389.5213566,0.0998521523855866
