"year","fishing_entity","nutrient","Direct human consumption","Discards","Fishmeal and fish oil","Other","fmfo_dhc_ratio","dhc_fmfo_ratio"
2014,"Côte d'Ivoire","Vitamin A, RAE",1338966171.85962,115159525.144881,0,NA,Inf,0
2014,"Côte d'Ivoire","Vitamin B12",147587906.438422,7347637.85165646,0,NA,Inf,0
2014,"Côte d'Ivoire","Zinc",34566125.6499503,2693378.03482447,0,NA,Inf,0
2014,"Curacao","Calcium",10125647871.7995,22917283599.7223,0,NA,Inf,0
2014,"Curacao","DHA+EPA",65382176.0282166,77309696.0130395,0,NA,Inf,0
2014,"Curacao","Iron",186271098.12622,156799335.947576,0,NA,Inf,0
2014,"Curacao","Protein",1542280793.59521,1530247618.81325,0,NA,Inf,0
2014,"Curacao","Vitamin A, RAE",2735687381.69136,1288316064.85306,0,NA,Inf,0
2014,"Curacao","Vitamin B12",178408628.76468,146323185.610163,0,NA,Inf,0
2014,"Curacao","Zinc",77179891.4126514,48923236.0672022,0,NA,Inf,0
2014,"Dominica","Calcium",4480700124.59618,3923827423.57472,0,449.225230582566,Inf,0
2014,"Dominica","DHA+EPA",75961626.6383713,201359063.38644,0,16.7377783463988,Inf,0
2014,"Dominica","Iron",125930485.387146,132911501.57941,0,56.0875798002896,Inf,0
2014,"Dominica","Protein",2081520816.64526,891604750.112512,0,372.798867168539,Inf,0
2014,"Dominica","Vitamin A, RAE",4225055143.53068,4714860177.37626,0,150460.290999613,Inf,0
2014,"Dominica","Vitamin B12",315221558.197801,91488754.5851487,0,103.694825910877,Inf,0
2014,"Dominica","Zinc",70452007.7536131,59977209.5989127,0,45.8157160189347,Inf,0
2014,"Egypt","Calcium",81060720985.0306,33602887162.7613,0,NA,Inf,0
2014,"Egypt","DHA+EPA",427989474.154844,83085134.3590794,0,NA,Inf,0
2014,"Egypt","Iron",1305554257.66176,661611813.845456,0,NA,Inf,0
2014,"Egypt","Protein",11872783711.1743,4358755238.15578,0,NA,Inf,0
2014,"Egypt","Vitamin A, RAE",679751006150.53,578367180128.69,0,NA,Inf,0
2014,"Egypt","Vitamin B12",1686153928.22187,531135240.385758,0,NA,Inf,0
2014,"Egypt","Zinc",915626734.715332,366381320.30478,0,NA,Inf,0
2014,"Equatorial Guinea","Calcium",30181633544.2006,150908167.720506,0,NA,Inf,0
2014,"Equatorial Guinea","DHA+EPA",27206722.7910925,136033.613955113,0,NA,Inf,0
2014,"Equatorial Guinea","Iron",121364555.163028,606822.775814167,0,NA,Inf,0
2014,"Equatorial Guinea","Protein",1106394231.66739,5531971.15832532,0,NA,Inf,0
2014,"Equatorial Guinea","Vitamin A, RAE",1298997250.7853,6494986.24078101,0,NA,Inf,0
2014,"Equatorial Guinea","Vitamin B12",74745364.9590889,373726.824794782,0,NA,Inf,0
2014,"Equatorial Guinea","Zinc",19431619.0963912,97158.0954820569,0,NA,Inf,0
2014,"Estonia","Calcium",826760846.620347,202336700.630598,0,827588.435055402,Inf,0
2014,"Estonia","DHA+EPA",11400019.4720731,7881803.32343916,0,11411.430902976,Inf,0
2014,"Estonia","Iron",12592515.0910915,6543219.45540714,0,12605.1202113028,Inf,0
2014,"Estonia","Protein",264901000.483867,136216536.341033,0,265166.166650518,Inf,0
2014,"Estonia","Vitamin A, RAE",394958852.896603,122543738.5928,0,395354.207103706,Inf,0
2014,"Estonia","Vitamin B12",29731086.4142087,11165730.2403648,0,29760.8472614701,Inf,0
2014,"Estonia","Zinc",14459994.4338557,4760083.88756245,0,14474.4689027584,Inf,0
2014,"Falkland Isl. (UK)","Calcium",11918188941.9312,1506754,0,31.6180581016594,Inf,0
2014,"Falkland Isl. (UK)","DHA+EPA",366584424.930066,2211.11111111111,0,1.15162052081327,Inf,0
2014,"Falkland Isl. (UK)","Iron",1075112990.30108,30879.8125,0,4.79006060523611,Inf,0
2014,"Falkland Isl. (UK)","Protein",11040056156.0504,134300,0,29.5076140965517,Inf,0
2014,"Falkland Isl. (UK)","Vitamin A, RAE",6380009601436.52,126666.666666667,0,14042.2899959417,Inf,0
2014,"Falkland Isl. (UK)","Vitamin B12",1397824330.27406,39344.4444444444,0,8.28039293076923,Inf,0
2014,"Falkland Isl. (UK)","Zinc",1353937834.30075,45708.3333333333,0,3.98730063622841,Inf,0
2014,"Gabon","Calcium",24754296155.3999,537026975.03671,0,1257048.06744341,Inf,0
2014,"Gabon","DHA+EPA",307528555.306547,3467629.19847724,0,36504.5485010549,Inf,0
2014,"Gabon","Iron",417425653.192135,9879131.25461204,0,53989.6295833628,Inf,0
2014,"Gabon","Protein",4540553027.55625,81796878.5531606,0,511055.194811391,Inf,0
2014,"Gabon","Vitamin A, RAE",45643934239.6376,145090757.434637,0,158628.69332617,Inf,0
2014,"Gabon","Vitamin B12",838454951.157128,9462134.91116757,0,198888.451374295,Inf,0
