"nutrient","country","iso3","sex_id","age_id","sev_base","sev_high","sev_delta"
"Calcium","Albania","ALB",1,5,0.000113118699047855,0.000113118699047855,0
"Calcium","Albania","ALB",1,6,4.96469081471358e-11,4.96469081471358e-11,0
"Calcium","Albania","ALB",1,7,0.0131489038166048,0.0131489038166048,0
"Calcium","Albania","ALB",1,8,5.30326739691832e-13,5.30326739691832e-13,0
"Calcium","Albania","ALB",1,9,1.44668233982262e-08,1.44668233982262e-08,0
"Calcium","Albania","ALB",1,10,4.18333850560816e-08,4.18333850560816e-08,0
"Calcium","Albania","ALB",1,11,1.17348945476945e-06,1.17348945476945e-06,0
"Calcium","Albania","ALB",1,12,0.000227279074868615,0.000227279074868615,0
"Calcium","Albania","ALB",1,13,0.000148164126969424,0.000148164126969424,0
"Calcium","Albania","ALB",1,14,0.000106717884301698,0.000106717884301698,0
"Calcium","Albania","ALB",1,15,0.0451784164187257,0.0451784164187257,0
"Calcium","Albania","ALB",1,16,3.71642853831583,3.71642853831583,0
"Calcium","Albania","ALB",1,17,2.38548233184891,2.38548233184891,0
"Calcium","Albania","ALB",1,18,0.559444755450071,0.559444755450071,0
"Calcium","Albania","ALB",1,19,0.0981855081087748,0.0981855081087748,0
"Calcium","Albania","ALB",1,20,0.073782446125671,0.073782446125671,0
"Calcium","Albania","ALB",1,30,0.0538389686285462,0.0538389686285462,0
"Calcium","Albania","ALB",1,31,0.198648788215905,0.198648788215905,0
"Calcium","Albania","ALB",1,32,0.000818444056095128,0.000818444056095128,0
"Calcium","Albania","ALB",1,33,0.000818444056095128,0.000818444056095128,0
"Calcium","Albania","ALB",2,5,3.1523991983515e-05,3.1523991983515e-05,0
"Calcium","Albania","ALB",2,6,4.9454826261344e-15,4.9454826261344e-15,0
"Calcium","Albania","ALB",2,7,0.188557290360743,0.188557290360743,0
"Calcium","Albania","ALB",2,8,0.0207012887399364,0.0207012887399364,0
"Calcium","Albania","ALB",2,9,0.00194924249102278,0.00194924249102278,0
"Calcium","Albania","ALB",2,10,0.00101299162606172,0.00101299162606172,0
"Calcium","Albania","ALB",2,11,0.0152773533426314,0.0152773533426314,0
"Calcium","Albania","ALB",2,12,0.0348051571054509,0.0348051571054509,0
"Calcium","Albania","ALB",2,13,0.0314822700478397,0.0314822700478397,0
"Calcium","Albania","ALB",2,14,0.0103646115750227,0.0103646115750227,0
"Calcium","Albania","ALB",2,15,5.71625270097128,5.71625270097128,0
"Calcium","Albania","ALB",2,16,10.5686653935488,10.5686653935488,0
"Calcium","Albania","ALB",2,17,3.16505369751168,3.16505369751168,0
"Calcium","Albania","ALB",2,18,1.28370518931835,1.28370518931835,0
"Calcium","Albania","ALB",2,19,1.05371264229182,1.05371264229182,0
"Calcium","Albania","ALB",2,20,0.521657463553621,0.521657463553621,0
"Calcium","Albania","ALB",2,30,0.0694756303929872,0.0694756303929872,0
"Calcium","Albania","ALB",2,31,0.0800986179102831,0.0800986179102831,0
"Calcium","Albania","ALB",2,32,0.0722544729832397,0.0722544729832397,0
"Calcium","Albania","ALB",2,33,0.00558597099821739,0.00558597099821739,0
"Calcium","Algeria","DZA",1,5,47.1291076818097,47.1305041225361,-0.00139644072638845
"Calcium","Algeria","DZA",1,6,26.9436198947579,26.9456654711412,-0.00204557638333469
"Calcium","Algeria","DZA",1,7,74.4700220610937,74.4718455352889,-0.00182347419512041
"Calcium","Algeria","DZA",1,8,42.3640721939855,42.3672123740829,-0.00314018009741801
"Calcium","Algeria","DZA",1,9,39.0348931878678,39.037104536968,-0.00221134910022158
